2.999999999999999864e-07,8.364319411764704615e-01,2.651714588235295267e+00
3.003999999999999635e-07,8.497084117647050183e-01,2.621405882352943806e+00
3.007999999999999936e-07,8.629848823529413515e-01,2.591097176470588792e+00
3.011999999999999707e-07,8.672572653061227932e-01,2.547049795918370663e+00
3.016000000000000008e-07,8.685282857142860857e-01,2.498422857142856834e+00
3.019999999999999779e-07,8.697993061224492672e-01,2.449795918367348779e+00
3.024000000000000079e-07,8.710703265306125598e-01,2.401168979591834951e+00
3.027999999999999850e-07,8.723413469387757413e-01,2.352542040816326896e+00
3.031999999999999621e-07,8.736123673469389228e-01,2.303915102040819285e+00
3.035999999999999922e-07,8.748833877551023264e-01,2.255288163265305457e+00
3.039999999999999693e-07,8.761544081632653969e-01,2.206661224489797402e+00
3.043999999999999994e-07,8.774254285714288004e-01,2.158034285714283129e+00
3.047999999999999765e-07,8.786964489795919819e-01,2.109407346938775518e+00
3.052000000000000065e-07,8.799674693877552745e-01,2.060780408163261690e+00
3.055999999999999836e-07,8.812384897959184560e-01,2.012153469387753635e+00
3.059999999999999607e-07,8.825095102040816375e-01,1.963526530612246024e+00
3.063999999999999908e-07,8.837805306122449300e-01,1.914899591836731751e+00
3.067999999999999679e-07,8.850515510204081115e-01,1.866272653061224140e+00
3.071999999999999980e-07,8.863225714285715151e-01,1.817645714285709868e+00
3.075999999999999751e-07,8.875935918367346966e-01,1.769018775510202257e+00
3.080000000000000051e-07,8.888646122448979892e-01,1.720391836734687985e+00
3.083999999999999822e-07,8.901356326530611707e-01,1.671764897959180374e+00
3.088000000000000123e-07,8.914066530612244632e-01,1.623137959183666101e+00
3.091999999999999894e-07,8.926776734693876447e-01,1.574511020408158490e+00
3.095999999999999665e-07,8.939486938775508262e-01,1.525884081632650879e+00
3.099999999999999966e-07,8.952197142857142298e-01,1.477257142857136607e+00
3.103999999999999737e-07,8.964907346938773003e-01,1.428630204081628996e+00
3.108000000000000037e-07,8.933717525773168244e-01,1.384354639175252810e+00
3.111999999999999808e-07,8.770827628865962566e-01,1.353133195876285777e+00
3.116000000000000109e-07,8.607937731958734684e-01,1.321911752577314525e+00
3.119999999999999880e-07,8.445047835051527896e-01,1.290690309278347270e+00
3.123999999999999651e-07,8.282157938144321108e-01,1.259468865979380237e+00
3.127999999999999952e-07,8.119268041237093225e-01,1.228247422680408985e+00
3.131999999999999723e-07,7.956378144329887547e-01,1.197025979381441729e+00
3.136000000000000023e-07,7.793488247422659665e-01,1.165804536082470477e+00
3.139999999999999794e-07,7.630598350515452877e-01,1.134583092783503222e+00
3.144000000000000095e-07,7.467708453608224994e-01,1.103361649484531970e+00
3.147999999999999866e-07,7.304818556701018206e-01,1.072140206185564937e+00
3.151999999999999637e-07,7.141928659793812528e-01,1.040918762886597682e+00
3.155999999999999938e-07,6.979038762886584646e-01,1.009697319587626430e+00
3.159999999999999709e-07,6.816148865979377858e-01,9.784758762886592853e-01
3.164000000000000009e-07,6.653258969072149975e-01,9.472544329896880333e-01
3.167999999999999780e-07,6.490369072164944297e-01,9.160329896907208891e-01
3.172000000000000081e-07,6.327479175257715305e-01,8.848115463917496371e-01
3.175999999999999852e-07,6.164589278350509627e-01,8.535901030927824928e-01
3.179999999999999623e-07,6.001699381443303949e-01,8.223686597938152376e-01
3.183999999999999924e-07,5.838809484536076067e-01,7.911472164948439856e-01
3.187999999999999695e-07,5.675919587628869278e-01,7.599257731958768414e-01
3.191999999999999995e-07,5.513029690721641396e-01,7.287043298969055893e-01
3.195999999999999766e-07,5.350139793814434608e-01,6.974828865979384451e-01
3.200000000000000067e-07,5.187249896907206725e-01,6.662614432989671931e-01
3.203999999999999838e-07,5.024360000000001047e-01,6.350400000000000489e-01
3.207999999999999609e-07,4.606061981982008668e-01,6.223127927927936121e-01
3.211999999999999910e-07,4.187763963963960778e-01,6.095855855855855099e-01
3.215999999999999681e-07,3.769465945945967844e-01,5.968583783783790730e-01
3.219999999999999981e-07,3.351167927927919954e-01,5.841311711711709709e-01
3.223999999999999752e-07,2.932869909909927575e-01,5.714039639639645340e-01
3.228000000000000053e-07,2.514571891891879685e-01,5.586767567567564319e-01
3.231999999999999824e-07,2.096273873873886751e-01,5.459495495495499950e-01
3.235999999999999595e-07,1.677975855855894372e-01,5.332223423423435582e-01
3.239999999999999896e-07,1.259677837837846481e-01,5.204951351351354560e-01
3.243999999999999667e-07,8.413798198198535472e-02,5.077679279279290192e-01
3.247999999999999967e-07,4.230818018018056570e-02,4.950407207207208615e-01
3.251999999999999738e-07,4.783783783812722845e-04,4.823135135135144247e-01
3.256000000000000039e-07,-4.135142342342346122e-02,4.695863063063062670e-01
3.259999999999999810e-07,-8.318122522522275464e-02,4.568590990990998302e-01
3.263999999999999581e-07,-1.250110270270219370e-01,4.441318918918933933e-01
3.267999999999999882e-07,-1.668408288288267816e-01,4.314046846846852912e-01
3.271999999999999653e-07,-2.086706306306260750e-01,4.186774774774788543e-01
3.275999999999999953e-07,-2.505004324324308085e-01,4.059502702702707522e-01
3.279999999999999725e-07,-2.923302342342301019e-01,3.932230630630643153e-01
3.284000000000000025e-07,-3.341600360360348354e-01,3.804958558558562132e-01
3.287999999999999796e-07,-3.759898378378341288e-01,3.677686486486497763e-01
3.291999999999999567e-07,-4.178196396396334222e-01,3.550414414414433395e-01
3.295999999999999868e-07,-4.596494414414381557e-01,3.423142342342352373e-01
3.299999999999999639e-07,-5.014792432432375602e-01,3.295870270270288005e-01
3.303999999999999939e-07,-5.433090450450421827e-01,3.168598198198206428e-01
